Id,Identifier,Brand,Name,Model,Alias,Announced,Year,Body type,Resolution,Max resolution,Other resolutions,Image ratio (w:h),Effective pixels (MP),Mp Total,Crop Factor,Pixel Pitch,Sensor name,Sensor size (mm),Sensor photo detectors (MP),Sensor Height,Sensor Width,Sensor type,Processor,ISO,Boosted ISO (min),Boosted ISO (max),Custom white balance,White balance presets,Custom white balance slots,Image stabilization,Uncompressed format,JPEG quality levels,Autofocus,Digital zoom,Manual focus,Number of focus points,Lens mount,Focal length multiplier,Articulated LCD,Screen size (Zoll),Screen Resolution,Touch screen,Screen type,Live view,Viewfinder type,Viewfinder coverage,Viewfinder magnification,Minimum shutter speed (sec),Maximum shutter speed (sec),Aperture priority,Shutter priority,Min Shutter Speed,Max Shutter Speed,Manual exposure mode,Subject / scene modes,Built-in flash,External flash,Flash modes,Continuous drive (fps),Self-timer,Metering modes,Exposure compensation,AE Bracketing,WB Bracketing,Microphone,Storage types,Storage included,USB,HDMI,Video,Max Video Resolution,Wireless,Remote control,Environmentally sealed,Battery,Battery description,Battery Life (CIPA),Weight in gram (inc. batteries),Dimensions,Orientation sensor,Timelapse recording,GPS,Wikipedia Link,ImageUrl
Q349977,leica_m-monochrom,Leica,Leica M Monochrom,M-Monochrom,,,2012,,5212 x 3472,,,,18,18.5,42736,32660,,35.8 x 23.9 mm,,23.90,35.80,CCD,,"Auto, Pull 160, 320, 400, 500, 640, 800, 1000, 1250, 1600, 2000, 2500, 3200, 4000, 5000, 6400, 8000, 10000",,,,0,,,,,,,Yes,,,,,42857,230,,,,Optical (rangefinder),,,,,Yes,No,32,767011,,,No,Yes,,,,,3 EV (in 1/3 EV steps),,,,SD/SDHC card,,USB 2.0 ,,,,,,,Lithium-Ion rechargeable battery,,,600,139 x 80 x 37,,,,https://en.wikipedia.org/wiki/Leica_M_Monochrom,https://upload.wikimedia.org/wikipedia/commons/f/fd/Leica_M_Monochrom.jpeg
leica_mmonochrom(typ246),leica_mmonochrom(typ246),Leica,Leica M Monochrom (Typ 246),M Monochrom (Typ 246),,,2015,,5976 x 3992,,,,24,0,42736,35551,,35.8 x 23.9 mm,,23.90,35.80,CMOS,,"Auto, 320-25000",,,,0,,,,,,,Yes,,,,,3,"921,6",,,,Optical (rangefinder),,,,,Yes,No,60,767011,,,No,Yes,,,,,3 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,Yes,Yes,1920x1080 (25p/24p),No,,,Lithium-ion battery BP-SCL2,,,680,138.6 x 42 x 80,,,No,,
leica_m-p,leica_m-p,Leica,Leica M-P,M-P,,,2014,,5952 x 3976,,,,24,0,1,6,,36 x 24 mm,,24.00,36.00,CMOS,,"Auto, 200-6400",,,,8,,,,,,,Yes,,,,,3,920,,,,Optical,,,,,Yes,No,60,767011,,,No,Yes,,,,"Multi, Center-weighted, Spot",3 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,No,Yes,1920x1080 (25p/24p),No,,,Li-ion battery,,,680,139 x 42 x 80,,,No,https://en.wikipedia.org/wiki/Leica_MP,
leica_mp_typ240,leica_mp_typ240,Leica,Leica M-P,M-P,Typ 240,2014-08-21T00:00:00Z,2014,Rangefinder-style mirrorless,,5952 x 3976,"4256 x 2832, 2976 x 1984, 1600 x 1080","0,126388889",24,,,,Full frame ,36 x 24,24,,,CMOS,Maestro,"Auto, 200-6400 (expands down to 100)",100,0,Yes,7,0,No,RAW,"Fine, Standard",,No,Yes,0,Leica M,1,Fixed,3,920000,No,TFT LCD,Yes,Optical (rangefinder),,0.68,60,767011,Yes,No,,,Yes,No,No,Yes (Hot-shoe),"Front Curtain, Rear Curtain, Slow sync",3,Yes (2 or 12 sec),,±3 (at 1/3 EV steps),"±3 (3, 5 frames at 1/2 EV, 1 EV, 2 EV steps)",No,Stereo,SD/SDHC/SDXC,,USB 2.0,No,,,,No,Yes,Battery Pack,BP-SCL2 lithium-Ion rechargeable battery & charger,0,680,139 x 80 x 42,Yes,No,Optional,https://en.wikipedia.org/wiki/Leica_MP,
Q354429,konicaminolta_5d,Konica Minolta,Konica Minolta Maxxum 5D,Maxxum 5D,Dynax 5D,2005-07-15T00:00:00Z,2005,Mid-size SLR,,3008 x 2000,"2256 x 1496, 1504 x 1000","0,126388889",6,,,,APS-C ,23.5 x 15.7,6,,,CCD,,"Auto, 100, 200, 400, 800, 1600, 3200",,0,Yes,7,0,Sensor-shift,RAW,"Extra Fine, Fine, Standard",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,9,Sony/Minolta Alpha,42856,,42857,115000,No,,No,Optical (pentamirror),"0,95",0.83,30,767011,Yes,Yes,,,,,Yes,Yes (hot-shoe (Minolta)),"Auto, Fill-in, Red-Eye reduction, Slow Sync, Off",3,Yes (2 or 10 sec),,±3 (at 1/3 EV steps),,,,Compact Flash (Type I or II),None,USB 1.0,No,,,,Yes (Wire (Optional)),No,Battery Pack,Lithium-Ion (NP-400),0,670,131 x 93 x 67,Yes,No,,https://en.wikipedia.org/wiki/Konica_Minolta_Maxxum_5D,https://upload.wikimedia.org/wikipedia/commons/3/3d/Konicaminoltadynax5d.jpg
Q354465,konicaminolta_7d,Konica Minolta,Konica Minolta Maxxum 7D,Maxxum 7D,"Dynax 7D, Alpha-7 Digital",2004-09-15T00:00:00Z,2004,Mid-size SLR,,3008 x 2000,"2256 x 1496, 1504 x 1000","0,126388889",6,,,,APS-C ,23.5 x 15.7,6,,,CCD,,"Auto, 100, 200, 400, 800, 1600, 3200",,0,Yes,7,0,Sensor-shift,RAW,"Extra Fine, Fine, Standard",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,9,Sony/Minolta Alpha,42856,,42857,207000,No,,No,Optical (pentaprism),"0,95",0.9,30,767011,Yes,Yes,,,,,Yes,Yes (hot-shoe (Minolta)),"Auto, Fill-in, Red-Eye reduction, Slow Sync, Off",3,Yes (2 or 10 sec),,"±3 (at 1/2 EV, 1/3 EV steps)",,,,Compact Flash (Type I or II),None,USB 2.0,No,,,,Yes (Wire (Optional)),No,Battery Pack,Lithium-Ion (NP-400),0,845,150 x 106 x 78,Yes,Yes,,https://en.wikipedia.org/wiki/Konica_Minolta_Maxxum_7D,https://upload.wikimedia.org/wikipedia/commons/9/97/Konica_Minolta_Dynax_7D_01.jpg
Q3745669,fuji_s1,Fujifilm,Fujifilm FinePix S1 Pro,FinePix S1 Pro,,2000-01-31T00:00:00Z,2000,Large SLR,,3040 x 2016,"2340 x 1536, 1440 x 960","0,126388889",3,,,,APS-C ,23 x 15.5,3,,,CCD,,"320, 400, 800, 1600",,0,Yes,7,0,No,TIFF,"Basic, Normal, Fine",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42856,,2,200000,No,,No,Optical (pentaprism),"0,9",0,30,36526,Yes,Yes,,,,,Yes,Yes (hot-shoe),"Auto, On, Off, Red-eye reduction, Slow Sync",42856,Yes (2 or 10 sec),,±3 (at 1/3 EV steps),,,,"SmartMedia, Compact Flash Type I or II",16 MB SmartMedia,USB 1.0,No,,,,Yes (Optional),No,AA,AA (4) batteries (NiMH recommended) + 2 x CR123A lithium,0,820,148 x 125 x 80,No,Yes (by USB cable and PC),,https://en.wikipedia.org/wiki/Fujifilm_FinePix_S1_Pro,
Q3745670,fuji_s5,Fujifilm,Fujifilm FinePix S5 Pro,FinePix S5 Pro,,2006-09-25T00:00:00Z,2006,Large SLR,,4256 x 2848,"3024 x 2016, 2304 x 1536","0,126388889",6,,,,APS-C ,23 x 15.5,12,,,CCD,,100 - 3200,,0,Yes,7,0,No,RAW,"Fine, Normal, Basic",Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42856,,42857,230000,No,,No,Optical (pentaprism),"0,95",0.94,30,2227981,Yes,Yes,,,,,Yes,Yes (hot-shoe plus sync connector),"Front curtain, Rear curtain, Red-Eye, Slow, Red-Eye Slow",0,Yes (2 to 20 sec),,"±5 (at 1/2 EV, 1/3 EV steps)",,,,Compact Flash (Type I or II),None,USB 2.0,No,,,,Yes (Optional),No,Battery Pack,Lithium-Ion battery,0,920,147 x 113 x 74,Yes,No,,https://en.wikipedia.org/wiki/Fujifilm_FinePix_S5_Pro,https://upload.wikimedia.org/wikipedia/commons/3/32/Fujifilm_S5_pro_img_1033.jpg
fujifilm_finepixjx520,fujifilm_finepixjx520,Fujifilm,Fujifilm FinePix JX520,FinePix JX520,,,2012,,4288 x 3216,,,,14,0,22767,15707,,"1/2.3"" (~ 6.16 x 4.62 mm)",,22737,42522,,,,,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
fujifilm_finepixjx580,fujifilm_finepixjx580,Fujifilm,Fujifilm FinePix JX580,FinePix JX580,,,2012,,4608 x 3440,,,,16,0,22767,12420,,"1/2.3"" (~ 6.16 x 4.62 mm)",,22737,42522,,,,,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
fujifilm_finepixjx700,fujifilm_finepixjx700,Fujifilm,Fujifilm FinePix JX700,FinePix JX700,,,2012,,4608 x 3440,,,,16,0,22767,12420,,"1/2.3"" (~ 6.16 x 4.62 mm)",,22737,42522,,,,,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
fujifilm_finepixjz250,fujifilm_finepixjz250,Fujifilm,Fujifilm FinePix JZ250,FinePix JZ250,,,2012,,4608 x 3456,,,,16,0,22767,12420,,"1/2.3"" (~ 6.16 x 4.62 mm)",,22737,42522,,,,,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
fujifilm_finepixs4300,fujifilm_finepixs4300,Fujifilm,Fujifilm FinePix S4300,FinePix S4300,,,2012,,4288 x 3216,,,,14,0,22767,15707,,"1/2.3"" (~ 6.16 x 4.62 mm)",,22737,42522,,,,,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,https://en.wikipedia.org/wiki/Fujifilm_FinePix_S3000,
fujifilm_finepixs4400,fujifilm_finepixs4400,Fujifilm,Fujifilm FinePix S4400,FinePix S4400,,,2012,,4288 x 3216,,,,14,0,22767,15707,,"1/2.3"" (~ 6.16 x 4.62 mm)",,22737,42522,,,,,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
fujifilm_finepixsl260,fujifilm_finepixsl260,Fujifilm,Fujifilm FinePix SL260,FinePix SL260,,,2012,,4288 x 3216,,,,14,0,22767,15707,,"1/2.3"" (~ 6.16 x 4.62 mm)",,22737,42522,,,,,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
fujifilm_finepixsl280,fujifilm_finepixsl280,Fujifilm,Fujifilm FinePix SL280,FinePix SL280,,,2012,,4288 x 2428,,,,14,0,22767,15707,,"1/2.3"" (~ 6.16 x 4.62 mm)",,22737,42522,,,,,,,,,,,,,,,,,,,,,,,,Electronic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
Q3816102,kodak_dcs460,Kodak,Kodak DCS 460,DCS460,,1995-03-01T00:00:00Z,1995,Large SLR,,3060 x 2036,n/a,"0,126388889",6,,,,APS-H ,27.6 x 18.4,6,,,CCD,,80,,0,,0,0,No,RAW,Uncompressed,Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42795,No,0,0,No,,No,Optical (tunnel),,0,0,,Yes,Yes,,,,,No,Yes (hot-shoe),,2,Yes,,,,,None,PCMCIA (type III),None,,No,,,,Yes,No,Battery Pack,Kodak NiMH,0,1700,170 x 114 x 208,No,Yes (??),No,https://en.wikipedia.org/wiki/Kodak_DCS_400_series,https://upload.wikimedia.org/wikipedia/commons/2/2d/Kodak_DCS_460.jpg
kodak_dcs520,kodak_dcs520,Kodak,Kodak DCS520 / Canon D2000,DCS520 / Canon D2000,,1998-02-03T00:00:00Z,1998,Large SLR,,1728 x 1152,n/a,"0,126388889",2,,,,,,2,,,CCD,,"200, 400, 800, 1600",,0,,0,0,No,RAW,Uncompressed,Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Canon EF,42887,,0,0,No,,No,Optical (tunnel),,0,0,,Yes,Yes,,,,,No,Yes (hot-shoe),,42858,Yes,,,,,,PCMCIA (2 x type II / 1 x type III),None,,No,,,,Yes,No,Battery Pack,Kodak NiCD,0,1650,161 x 92 x 174,No,No,,,
kodak_dcs560,kodak_dcs560,Kodak,Kodak DCS560 / Canon D6000,DCS560 / Canon D6000,,1998-09-11T00:00:00Z,1998,Large SLR,,3040 x 2008,n/a,"0,126388889",6,,,,,,6,,,CCD,,"80, 200",,0,,0,0,No,RAW,3 JPEG & Uncompressed,Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Canon EF,42795,,0,0,No,,No,Optical (tunnel),,0,0,,Yes,Yes,,,,,No,Yes (hot-shoe),,1,Yes,,,,,,PCMCIA (2 x type II / 1 x type III),None,,No,,,,Yes,No,Battery Pack,Kodak NiCD,0,1650,161 x 92 x 174,No,No,,,
kodak_dcs620,kodak_dcs620,Kodak,Kodak DCS620,DCS620,,1999-02-03T00:00:00Z,1999,Large SLR,,1728 x 1152,n/a,"0,126388889",2,,,,APS-C ,22.5 x 15,2,,,CCD,,"200, 400, 800, 1600",,0,,0,0,No,RAW,3 JPEG & Uncompressed,Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42887,No,0,0,No,,No,Optical (tunnel),,0,30,2227981,Yes,Yes,,,,,No,Yes (hot-shoe & sync),,42858,Yes,,"±3 (at 1/3 EV, 1/2 EV steps)",,,None,PCMCIA (2 x type II / 1 x type III),None,,No,,,,Yes,No,Battery Pack,Kodak NiCD / NiMH,0,1580,194 x 158 x 88,No,Yes (new firmware),No,https://en.wikipedia.org/wiki/Kodak_DCS_520,
kodak_dcs620x,kodak_dcs620x,Kodak,Kodak DCS620x,DCS620x,,2000-05-15T00:00:00Z,2000,Large SLR,,1728 x 1152,n/a,"0,126388889",2,,,,APS-C ,22.5 x 15,2,,,CCD,,"400, 800, 1600, 3200, 4000, 6400",,0,,0,0,No,RAW,3 JPEG & Uncompressed,Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42887,No,0,0,No,,No,Optical (tunnel),,0,30,2227981,Yes,Yes,,,,,No,Yes (hot-shoe & sync),,42858,Yes,,"±3 (at 1/3 EV, 1/2 EV steps)",,,None,PCMCIA (2 x type II / 1 x type III),None,,No,,,,Yes,No,Battery Pack,Kodak NiCD / NiMH,0,1580,194 x 158 x 88,No,Yes (new firmware),No,,
kodak_dcs660,kodak_dcs660,Kodak,Kodak DCS660,DCS660,,1999-06-18T00:00:00Z,1999,Large SLR,,3040 x 2008,n/a,"0,126388889",6,,,,APS-H ,27.65 x 18.43,6,,,CCD,,"80, 200",,0,,0,0,No,RAW,Uncompressed,Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42795,,0,0,No,,No,Optical (tunnel),,0,0,,Yes,Yes,,,,,No,Yes (hot-shoe & sync),,1,Yes,,,,,,PCMCIA (2 x type II / 1 x type III),None,,No,,,,Yes,No,Battery Pack,Kodak NiCD,0,1580,194 x 158 x 88,No,No,,https://en.wikipedia.org/wiki/Kodak_DCS_560,
kodak_dcs720x,kodak_dcs720x,Kodak,Kodak DCS720x,DCS720x,,2001-06-04T00:00:00Z,2001,Large SLR,,1728 x 1152,n/a,"0,126388889",2,,,,APS-C ,22.5 x 15,2,,,CCD,,"400, 800, 1600, 3200, 4000, 6400",,0,,0,0,No,RAW,3 JPEG & RAW (DCR),Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42887,No,0,0,No,,No,Optical (tunnel),,0,30,2227981,Yes,Yes,,,,,No,Yes (hot-shoe & sync),,42858,Yes,,"±3 (at 1/3 EV, 1/2 EV steps)",,,None,PCMCIA (2 x type II / 1 x type III),None,,No,,,,Yes,No,Battery Pack,Kodak NiCD / NiMH,0,1580,194 x 158 x 88,No,Yes,No,,
kodak_dcs760,kodak_dcs760,Kodak,Kodak DCS760,DCS760,,2001-03-22T00:00:00Z,2001,Large SLR,,3032 x 2008,n/a,"0,126388889",6,,,,APS-H ,27.65 x 18.43,6,,,CCD,,"80, 200, 400",,0,,0,0,No,RAW,RAW (DCR),Phase DetectMulti-areaSelective single-pointSingleContinuous,No,Yes,0,Nikon F,42795,,0,0,No,,No,Optical (tunnel),,0,30,2227981,Yes,Yes,,,,,No,Yes (hot-shoe & sync),,42856,Yes,,,,,,PCMCIA (2 x type II / 1 x type III),None,,No,,,,Yes,No,Battery Pack,Kodak NiMH,0,1860,194 x 158 x 88,No,Yes,,https://en.wikipedia.org/wiki/Kodak_DCS_560,
Q402211,sony_alphaslt-a99,Sony,Sony Alpha 99,Alpha SLT-A99,,,2012,,6000 x 4000,,,,24.3,24.7,42736,34090,,35.8 x 23.8 mm,,23.80,35.80,CMOS,,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",,,,8,,,,,,,Yes,,,,,3,"1,229,000",,,,Electronic,,,,,Yes,Yes,30,2227981,,,No,Yes,,,,,"5 EV (in 1/3 EV, 1/2 EV steps)",,,,"Memory Stick PRO Duo/Pro-HG Duo; SD, SDHC and SDXC",,USB 2.0 ,,,,,,,Lithium-Ion NP-FM500H rechargeable battery,,,812,147 x 111 x 78,,,,,https://upload.wikimedia.org/wikipedia/commons/1/1d/Sony_Alpha_a99_full-frame_camera_%28SLT-A99V%29_with_body_cap.jpg
sony_cyber-shotdsc-qx1,sony_cyber-shotdsc-qx1,Sony,Sony Cyber-shot DSC-QX1,Cyber-shot DSC-QX1,,,2014,,5456 x 3632,,,,43028,20.4,20090,44287,,23.2 x 15.4 mm,,15.40,23.20,CMOS,,"Auto, 100 - 16000",,,,9,,,,,,,Yes,,,,,,,,,,None,,,,,Yes,Yes,30,767011,,,Yes,No,,,,Multi,3 EV (in 1/3 EV steps),,,,"Memory Stick Micro, microSD, microSDHC, microSDXC",,USB 2.0 ,No,Yes,1920x1080 (30p),Yes,,,NP-FW50,,,216,74 x 69.5 x 52.5,,,No,https://en.wikipedia.org/wiki/Sony_Cyber-shot_DSC-RX100,
Q402211,sony_slta99,Sony,Sony Alpha 99,Alpha a99,,2012-09-12T00:00:00Z,2012,Mid-size SLR,,6000 x 4000,"6000 x 3376, 3936 x 2624, 3936 x 2216, 2640 x 1760, 2640 x 1488","0,126575926",24,,,,Full frame ,35.8 x 23.8,25,,,CMOS,Bionz,"Auto, 100, 200, 400, 800, 1600, 3200, 6400, 12800, 25600",50,25600,Yes ,8,3,Sensor-shift,RAW,"Extra Fine, Fine, Standard",Phase DetectMulti-areaSelective single-pointTrackingSingleContinuousFace DetectionLive View,Yes,Yes,19,Sony/Minolta Alpha,0,Fully articulated,3,1229000,No,TFT Xtra Fine color LCD,Yes,Electronic,1,0.71,30,2227981,Yes,Yes,,,Yes,No,No,Yes (via Hot-shoe),"Auto, On, Off, Red-Eye, Slow Sync, High Speed Sync, Rear Curtain, Fill-in, Wireless",6,Yes (2 or 10 sec),,"±5 (at 1/3 EV, 1/2 EV steps)","(3, 5 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV, 2 EV steps)","Yes ( 3 frames, H/L selectable)",Stereo,"Memory Stick PRO Duo/Pro-HG Duo; SD, SDHC and SDXC",None,USB 2.0,Yes,,,,Yes (Wired or Wireless (Optional)),Yes (Dust and moisture resistant),Battery Pack,Lithium-Ion NP-FM500H rechargeable battery & charger,500,812,147 x 111 x 78,Yes,No,Built-in,https://en.wikipedia.org/wiki/Sony_Alpha_99,https://upload.wikimedia.org/wikipedia/commons/1/1d/Sony_Alpha_a99_full-frame_camera_%28SLT-A99V%29_with_body_cap.jpg
sony_slta99_ii,sony_slta99_ii,Sony,Sony Alpha a99 II,Alpha a99 II,,2016-09-19T00:00:00Z,2016,Mid-size SLR,,7952 x 5304,,"0,126575926",42,,,,Full frame ,35.9 x 24,44,,,BSI-CMOS,Bionz X,"Auto, 100-25600 (expandable to 50-102400)",50,102400,Yes ,10,3,Sensor-shift,RAW,"Extra fine, fine, normal",Contrast Detect (sensor)Phase DetectMulti-areaCenterSelective single-pointTrackingSingleContinuousFace DetectionLive View,,Yes,399,Sony/Minolta Alpha,1,Tilting,3,1228800,No,WhiteMagic TFT LCD,Yes,Electronic,1,0.78,30,2227981,Yes,Yes,,,Yes,No,No,Yes (via hot shoe or flash sync port),"Off, auto, fill, slow sync, redeye reduction, rear sync, high-speed sync, wireless",12,"Yes (2, 5, 10 secs)","Multi, Center-weighted, Highlight-weighted, Spot","±5 (at 1/3 EV, 1/2 EV steps)","±5 (3, 5 frames at 1/3 EV, 1/2 EV, 2/3 EV, 1 EV, 2 EV steps)",Yes (3 frames),Stereo,Dual SD/SDHC/SDXC[UHS I]/MS Duo slots,,USB 2.0,Yes,,,,"Yes (wired, wireless, or smartphone)",Yes,,NP-FM500H lithium-ion battery & charger,490,849,143 x 104 x 76,Yes,,No,https://en.wikipedia.org/wiki/Sony_Alpha_99_II,
yi_m1,yi_m1,YI,YI M1,M1,,2016-09-19T00:00:00Z,2016,Rangefinder-style mirrorless,,5184 x 3888,,"1:1, 4:3, 3:2, 16:9",20,,,,Four Thirds ,17.3 x 13,22,,,CMOS,,"Auto, 100-25600",,0,No,4,0,No,RAW,"Superfine, fine, normal",Contrast Detect (sensor)Multi-areaCenterSelective single-pointSingleContinuousTouchFace DetectionLive View,,Yes,81,Micro Four Thirds,2,Fixed,3,1040000,Yes,TFT LCD,Yes,None,,0,60,767011,Yes,Yes,,,Yes,Yes,No,Yes (Hot-Shoe),"Auto, On, Off, Slow Sync, Red-Eye Slow",5,Yes (2 or 10 secs),"Multi, Center-weighted, Spot",±5 (at 1/3 EV steps),"(3 frames at 1/3 EV, 2/3 EV, 1 EV steps)",Yes (3 frames up to 6 shots),Stereo,SD/SDHC/SDXC card,,USB 2.0,Yes,,,,Yes (via smartphone),No,Battery Pack,BXM-10 lithium-ion battery & charger,450,281,114 x 64 x 34,Yes,Yes (MP4),No,https://en.wikipedia.org/wiki/Yi_Mun-yol,
Q4039052,fujifilm_xe1,Fujifilm,Fujifilm X-E1,X-E1,,2012-09-06T00:00:00Z,2012,Rangefinder-style mirrorless,,4896 x 3264,"4896 x 2760,3264 x 3264, 3456 x 2304, 3456 x 1944, 2304 ?Ÿƒ?? 230, 2496 x 1664, 2496 x 1408 , 1664 ?Ÿƒ?? 1664","1:1, 3:2, 16:9",16,,,,APS-C ,23.6 x 15.6,0,,,CMOS,EXR Pro,"Auto (400), Auto (800), Auto (1600), Auto (3200), 200, 250, 320, 400, 500, 640, 800, 1000, 1250, 1600, 2000, 2500, 3200, 4000, 5000, 6400 (100, 12800, 25600 with boost)",100,25600,Yes ,7,1,No,RAW,"Fine, Normal",Contrast Detect (sensor)Multi-areaCenterSingleContinuousLive View,No,Yes,0,Fujifilm X,42856,Fixed,42949,460000,No,TFT color LCD monitor,Yes,Electronic,1,0,30,767011,Yes,Yes,,,Yes,No,Yes,"Yes (via hot-shoe EF-X20, EF-20, EF-42)","Auto, On, Off, Red-Eye, Slow Sync, Rear-curtain",6,Yes (2 or 10 sec),,±2 (at 1/3 EV steps),"(at 1/3 EV, 2/3 EV, 1 EV steps)",No,Stereo,SD/SDHC/SDXC,,USB 2.0,Yes,,,,Yes ( Optional RR-80),No,Battery Pack,Lithium-Ion NP-W126 rechargeable battery & charger,350,350,129 x 75 x 38,Yes,No,No,https://en.wikipedia.org/wiki/Fujifilm_X-E1,https://upload.wikimedia.org/wikipedia/commons/5/5e/Fujifilm_X-E1_01.jpg
Q4039052,fujifilm_x-e1,Fujifilm,Fujifilm X-E1,X-E1,,,2012,,4896 x 3264,,,,16.3,0,19360,27851,,23.6 x 15.6 mm,,15.60,23.60,CMOS,,"200, 250, 320, 400, 500, 640, 800, 1000, 1250, 1600, 2000, 2500, 3200, 4000, 5000, 6400 (100, 12800, 25600 with boost)",,,,7,,,,,,,Yes,,,,,42949,460,,,,Electronic,,,,,Yes,Yes,30,767011,,,Yes,Yes,,,,,2 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC,,USB 2.0 ,,,,,,,Lithium-Ion NP-W126 rechargeable battery,,,350,129 x 75 x 38,,,,https://en.wikipedia.org/wiki/Fujifilm_X-E1,https://upload.wikimedia.org/wikipedia/commons/5/5e/Fujifilm_X-E1_01.jpg
Q4042734,leica_s2,Leica,Leica S2,S2,,2008-09-23T00:00:00Z,2008,Large SLR,,7500 x 5000,,,38,,,,Medium format ,45 x 30,0,,,CCD,,Auto (80-1250),,0,,0,0,Unknown,RAW,,Phase DetectSingleContinuous,,Yes,0,,0,Fixed,3,460000,,,,Optical (pentaprism),"0,96",0.86,32,767011,Yes,Yes,,,Yes,No,No,Yes,,42856,,,,,,None,,,USB 2.0,Yes,,,,Yes,,Battery Pack,,0,1410,160 x 120 x 81,,,No,https://en.wikipedia.org/wiki/Leica_S2,https://upload.wikimedia.org/wikipedia/commons/2/2c/Leica_S2_IMG_2919-white.jpg
leica_s-e(typ006),leica_s-e(typ006),Leica,Leica S-E (Typ 006),S-E (Typ 006),,,2014,,7500 x 5000,,,,37.5,0,0.8,6,,45 x 30 mm,,30.00,45.00,CCD,,"Auto, 100, 200, 400, 800, 1600",,,,10,,,,,,,Yes,,,,,3,"921,6",,,,Optical (pentaprism),,,,,Yes,Yes,32,767011,,,No,Yes,,,,,3 EV (in 1/3 EV steps),,,,SD/SDHC/SDXC/CompactFlash,,USB 2.0 ,Yes,No,,Yes,,,Rechargeable lithium-ion battery,,,1260,160 x 120 x 80,,,Yes,,
Q4045740,oly_epl1,Olympus,Olympus PEN E-PL1,PEN E-PL1,,2010-02-03T00:00:00Z,2010,Rangefinder-style mirrorless,,4032 x 3024,"3200 x 2400, 2560 x 1920,  1600 x 1200, 1280 x 960, 1024 x 768, 640 x 480","4:3, 3:2, 16:9",12,,,,Four Thirds ,17.3 x 13,13,,,CMOS,Truepic V,"Auto ISO (200 - 3200), Manual ISO (100 - 3200), 1/3 or 1 EV steps",,0,Yes ,8,1,Sensor-shift,RAW,,Contrast Detect (sensor)Multi-areaSelective single-pointTrackingSingleContinuousFace DetectionLive View,No,Yes,11,Micro Four Thirds,2,Fixed,42918,230000,No,HyperCrystal LCD AR (Anti-Reflective) coating,Yes,Electronic (optional),,0,60,36526,Yes,Yes,,,Yes,Yes,Yes,Yes (Hot-shoe),"Auto, On, Off, Red-Eye, Fill-in, Slow Sync, Manual (3 levels)",3,Yes (2 or 12 sec),,"±3 (at 1/3 EV, 1/2 EV, 1 EV steps)","±3 (3 frames at 1/3 EV, 1/2 EV, 1 EV steps)","Yes (3 frames in 2, 4, 6 steps selectable in either blue/amber or magenta/green axis)",Stereo,SD/SDHC card,,USB 2.0,Yes,,,,No,No,Battery Pack,Lithium-Ion BLS-1 rechargeable battery & charger,290,334,115 x 72 x 42,No,No,No,https://en.wikipedia.org/wiki/Olympus_PEN_E-PL1,
